producto_id,nombre,categoria,precio,coste,stock,activo
51,Sudadera Basic 51,Ropa,33.44,19.07,218,True
52,Manual Pro 52,Alimentacion,21.94,12.48,390,True
53,Zapatillas Classic 53,Alimentacion,12.67,7.2,8,True
54,Altavoz Basic 54,Juguetes,7.44,4.74,372,True
55,Auriculares Plus 55,Hogar,292.8,170.28,208,True
56,Zapatillas Max 56,Libros,12.21,7.95,414,True
57,Silla Ultra 57,Juguetes,113.19,83.59,481,True
58,Auriculares Plus 58,Ropa,85.21,53.22,365,True
59,Puzzle Basic 59,Hogar,10.65,7.13,57,True
60,Novela Plus 60,Alimentacion,37.85,22.02,488,True
61,Zapatillas Plus 61,Electronica,242.54,175.74,379,True
62,Altavoz Pro 62,Alimentacion,33.52,21.1,9,True
63,Silla Max 63,Deportes,207.63,121.22,95,True
64,Sudadera Eco 64,Juguetes,71.19,56.15,493,True
65,Cafetera Max 65,Ropa,126.67,94.04,418,True
66,Tablet Plus 66,Libros,7.76,5.53,204,True
67,Auriculares Classic 67,Alimentacion,27.52,20.11,478,True
68,Manual Plus 68,Deportes,101.92,66.9,238,True
69,Auriculares Mini 69,Hogar,289.39,180.75,433,True
70,Batidora Eco 70,Electronica,283.02,191.04,288,True
71,Raqueta Ultra 71,Alimentacion,1.86,1.41,330,True
72,Monitor Plus 72,Alimentacion,7.06,5.58,4,True
73,Auriculares Classic 73,Libros,39.42,27.65,485,True
74,Auriculares Max 74,Electronica,1479.3,952.8,90,True
75,Monitor Eco 75,Alimentacion,38.83,28.33,106,True
76,Monitor Basic 76,Deportes,451.23,326.81,222,True
77,Manual Max 77,Hogar,331.59,202.89,377,True
78,Lampara Ultra 78,Ropa,132.1,87.04,384,True
79,Sudadera Classic 79,Alimentacion,21.61,12.61,313,True
80,Teclado Mini 80,Juguetes,32.83,21.36,435,True
81,Cafetera Basic 81,Libros,41.36,30.63,346,True
82,Mochila Pro 82,Juguetes,23.0,14.45,73,True
83,Novela Classic 83,Juguetes,101.06,71.58,391,True
84,Sudadera Mini 84,Libros,27.67,17.49,131,True
85,Lampara Basic 85,Ropa,45.84,26.9,259,True
86,Auriculares Mini 86,Electronica,1273.01,936.1,303,True
87,Lampara Mini 87,Electronica,211.23,147.3,196,True
88,Sudadera Classic 88,Hogar,390.18,295.12,180,True
89,Puzzle Basic 89,Juguetes,114.4,82.34,133,True
90,Tablet Mini 90,Electronica,932.74,703.56,148,True
91,Altavoz Plus 91,Electronica,1082.58,637.35,493,False
92,Monitor Eco 92,Alimentacion,2.45,1.72,191,True
93,Teclado Plus 93,Ropa,70.07,44.97,236,True
94,Auriculares Pro 94,Electronica,1332.69,981.69,350,True
95,Lampara Ultra 95,Alimentacion,1.45,1.01,124,True
96,Mochila Pro 96,Alimentacion,12.33,6.95,99,True
97,Auriculares Max 97,Deportes,222.0,151.71,105,True
98,Altavoz Basic 98,Electronica,1028.87,757.32,30,True
99,Mochila Classic 99,Libros,43.77,26.95,225,True
100,Raqueta Max 100,Alimentacion,3.54,2.53,1,True
101,Altavoz Basic 101,Alimentacion,9.48,7.21,189,True
102,Auriculares Classic 102,Libros,50.4,28.54,263,True
103,Balon Ultra 103,Alimentacion,8.48,5.89,129,True
104,Batidora Basic 104,Juguetes,39.38,30.4,125,True
105,Manual Plus 105,Hogar,73.28,42.62,300,True
106,Sudadera Eco 106,Libros,46.49,28.7,280,True
107,Lampara Mini 107,Libros,6.49,4.59,394,True
108,Silla Classic 108,Juguetes,41.12,28.63,440,True
109,Sudadera Mini 109,Deportes,326.4,244.26,124,True
110,Cafetera Pro 110,Juguetes,7.68,5.43,146,True
111,Silla Max 111,Libros,57.47,39.88,262,True
112,Mochila Pro 112,Hogar,349.02,231.39,91,True
113,Tablet Plus 113,Deportes,393.68,224.23,364,True
114,Lampara Plus 114,Alimentacion,18.13,12.65,0,True
115,Camiseta Plus 115,Juguetes,24.55,14.46,183,True
116,Tablet Basic 116,Libros,35.45,28.32,490,False
117,Batidora Max 117,Ropa,41.97,23.91,366,True
118,Silla Max 118,Hogar,258.83,147.26,258,True
119,Camiseta Classic 119,Hogar,66.78,49.87,1,True
120,Altavoz Max 120,Ropa,109.83,63.18,401,True
121,Camiseta Pro 121,Alimentacion,13.59,8.85,222,True
122,Batidora Eco 122,Deportes,308.66,241.33,429,True
123,Mochila Plus 123,Ropa,30.98,23.14,391,True
124,Lampara Basic 124,Alimentacion,10.99,6.68,497,True
125,Zapatillas Ultra 125,Ropa,71.93,44.08,58,True
126,Batidora Ultra 126,Juguetes,58.77,41.03,429,True
127,Sudadera Plus 127,Libros,59.99,40.29,355,True
128,Auriculares Basic 128,Ropa,55.63,32.22,147,True
129,Tablet Max 129,Alimentacion,4.29,2.53,422,False
130,Silla Max 130,Libros,33.83,25.4,282,True
131,Cafetera Classic 131,Alimentacion,13.55,8.62,329,True
132,Camiseta Pro 132,Electronica,1322.78,991.76,481,True
133,Silla Basic 133,Hogar,92.02,54.98,286,True
134,Tablet Mini 134,Ropa,129.5,90.63,316,True
135,Batidora Classic 135,Libros,41.5,28.07,432,True
136,Tablet Ultra 136,Juguetes,28.24,17.84,384,True
137,Auriculares Plus 137,Electronica,637.61,447.69,320,True
138,Silla Basic 138,Hogar,202.05,117.42,453,True
139,Auriculares Mini 139,Libros,33.7,25.75,455,True
140,Mochila Eco 140,Ropa,64.39,47.38,306,True
141,Mochila Max 141,Libros,37.15,23.1,49,True
142,Manual Max 142,Electronica,1089.27,757.08,346,True
143,Silla Basic 143,Deportes,311.12,241.29,166,True
144,Cafetera Mini 144,Electronica,923.53,605.44,294,True
145,Manual Pro 145,Alimentacion,34.52,22.12,188,False
146,Teclado Classic 146,Hogar,204.12,153.04,169,True
147,Mochila Basic 147,Hogar,172.36,94.85,487,True
148,Balon Pro 148,Electronica,409.24,295.3,124,True
149,Auriculares Pro 149,Hogar,61.23,36.98,80,True
150,Balon Max 150,Deportes,185.97,134.56,316,True
151,Silla Pro 151,Libros,27.34,18.03,322,True
152,Camiseta Plus 152,Alimentacion,30.81,17.1,490,True
153,Lampara Mini 153,Alimentacion,9.48,7.29,28,True
154,Novela Ultra 154,Electronica,1068.11,733.4,458,True
155,Balon Plus 155,Ropa,19.22,12.08,419,True
156,Raqueta Pro 156,Alimentacion,7.18,5.21,104,True
157,Zapatillas Basic 157,Hogar,137.27,92.52,409,True
158,Batidora Eco 158,Libros,30.84,17.23,421,True
159,Novela Max 159,Ropa,33.69,24.01,57,True
160,Zapatillas Mini 160,Hogar,53.69,42.54,10,True
161,Sudadera Max 161,Electronica,870.45,527.05,330,True
162,Raqueta Max 162,Ropa,66.5,50.92,294,True
163,Novela Ultra 163,Electronica,653.04,460.56,431,True
164,Novela Mini 164,Hogar,130.1,74.09,465,True
165,Raqueta Mini 165,Deportes,232.18,170.07,52,True
166,Raqueta Basic 166,Juguetes,27.8,18.36,479,True
167,Batidora Max 167,Deportes,173.29,129.7,426,True
168,Monitor Classic 168,Juguetes,68.28,48.41,301,True
169,Silla Mini 169,Electronica,807.32,444.59,180,True
170,Balon Mini 170,Ropa,136.64,79.47,315,True
171,Puzzle Pro 171,Libros,50.79,32.41,282,True
172,Balon Max 172,Electronica,60.3,40.43,194,True
173,Sudadera Mini 173,Libros,17.64,13.81,39,True
174,Zapatillas Basic 174,Hogar,356.2,269.11,361,True
175,Novela Ultra 175,Ropa,52.69,39.54,152,True
176,Batidora Eco 176,Libros,31.27,21.42,122,True
177,Zapatillas Ultra 177,Alimentacion,27.32,15.66,187,True
178,Puzzle Ultra 178,Electronica,837.87,617.05,16,True
179,Raqueta Pro 179,Deportes,17.85,10.2,195,True
180,Zapatillas Basic 180,Deportes,135.84,77.82,417,False
181,Manual Plus 181,Electronica,195.64,120.08,365,True
182,Novela Classic 182,Libros,14.22,11.1,30,True
183,Sudadera Classic 183,Electronica,263.68,194.46,165,True
184,Batidora Mini 184,Libros,39.25,22.34,332,True
185,Sudadera Basic 185,Hogar,168.56,131.43,465,True
186,Batidora Classic 186,Electronica,146.5,109.27,218,True
187,Novela Ultra 187,Electronica,169.32,118.68,494,True
188,Raqueta Plus 188,Deportes,570.96,332.15,21,True
189,Mochila Ultra 189,Hogar,70.36,44.33,455,False
190,Altavoz Max 190,Deportes,163.5,102.22,79,True
191,Novela Max 191,Alimentacion,23.4,16.61,364,True
192,Raqueta Basic 192,Juguetes,28.14,19.61,50,False
193,Lampara Ultra 193,Juguetes,29.32,18.16,494,False
194,Lampara Plus 194,Deportes,57.46,36.07,107,True
195,Puzzle Classic 195,Electronica,1472.19,1000.52,184,True
196,Altavoz Basic 196,Ropa,94.06,71.61,317,True
197,Raqueta Plus 197,Electronica,818.13,475.79,25,True
198,Camiseta Basic 198,Electronica,1338.57,979.08,285,True
199,Altavoz Basic 199,Ropa,92.41,73.83,146,True
200,Cafetera Ultra 200,Libros,19.47,14.36,216,True
201,Puzzle Classic 201,Juguetes,60.37,39.87,166,True
202,Manual Basic 202,Libros,31.27,22.92,421,True
203,Sudadera Basic 203,Hogar,165.25,126.44,228,False
204,Camiseta Basic 204,Juguetes,92.16,68.39,376,True
205,Teclado Mini 205,Alimentacion,5.28,2.92,20,True
206,Silla Eco 206,Libros,13.76,8.02,341,True
207,Lampara Plus 207,Juguetes,49.06,28.3,191,True
208,Lampara Ultra 208,Alimentacion,3.78,2.11,299,True
209,Novela Pro 209,Juguetes,118.58,86.4,423,True
210,Manual Mini 210,Alimentacion,20.34,12.55,348,True
211,Cafetera Pro 211,Ropa,15.12,11.04,176,False
212,Balon Eco 212,Ropa,94.32,67.58,113,True
213,Silla Pro 213,Hogar,314.63,214.23,443,False
214,Sudadera Basic 214,Hogar,169.01,95.48,129,True
215,Novela Eco 215,Deportes,296.11,185.46,17,True
216,Auriculares Eco 216,Alimentacion,28.32,15.77,149,True
217,Mochila Max 217,Hogar,101.19,78.68,5,True
218,Lampara Ultra 218,Libros,37.87,23.75,370,True
219,Mochila Mini 219,Electronica,964.87,553.58,444,True
220,Teclado Plus 220,Alimentacion,32.38,17.83,216,True
221,Lampara Classic 221,Deportes,536.28,376.94,306,True
222,Sudadera Basic 222,Deportes,565.42,398.76,479,True
223,Lampara Classic 223,Ropa,25.94,20.72,462,True
224,Teclado Classic 224,Alimentacion,32.83,20.43,20,True
225,Lampara Max 225,Ropa,103.91,58.36,34,True
226,Tablet Pro 226,Electronica,587.56,437.64,191,True
227,Manual Max 227,Deportes,554.84,347.41,139,True
228,Cafetera Plus 228,Libros,52.31,33.09,77,True
229,Sudadera Eco 229,Juguetes,94.5,73.42,75,True
230,Tablet Basic 230,Deportes,48.63,33.74,408,True
231,Camiseta Pro 231,Hogar,79.03,51.38,96,True
232,Balon Classic 232,Electronica,1381.58,1088.19,239,True
233,Auriculares Mini 233,Alimentacion,39.31,24.23,22,True
234,Novela Eco 234,Hogar,118.15,65.62,310,True
235,Tablet Mini 235,Ropa,47.39,28.8,370,True
236,Auriculares Classic 236,Hogar,248.02,139.15,298,True
237,Batidora Classic 237,Hogar,39.71,25.89,142,True
238,Mochila Mini 238,Electronica,913.21,692.0,39,True
239,Manual Pro 239,Ropa,145.55,115.54,200,True
240,Puzzle Mini 240,Alimentacion,12.58,9.12,391,True
241,Balon Classic 241,Hogar,299.67,234.2,59,True
242,Teclado Basic 242,Alimentacion,21.47,14.0,410,True
243,Puzzle Pro 243,Libros,20.8,13.01,456,True
244,Manual Plus 244,Alimentacion,17.09,10.06,303,True
245,Auriculares Mini 245,Libros,35.31,23.84,422,False
246,Auriculares Mini 246,Alimentacion,30.7,19.39,140,True
247,Tablet Eco 247,Deportes,331.37,191.16,310,True
248,Silla Classic 248,Juguetes,111.54,87.33,362,True
249,Puzzle Basic 249,Electronica,219.58,127.56,357,True
250,Cafetera Classic 250,Alimentacion,38.35,28.18,350,False
251,Mochila Mini 251,Electronica,848.44,481.08,97,True
252,Mochila Classic 252,Hogar,162.81,111.0,456,True
253,Batidora Plus 253,Juguetes,15.59,11.2,340,True
254,Silla Ultra 254,Hogar,125.54,76.41,58,True
255,Lampara Plus 255,Electronica,685.01,389.71,319,True
256,Manual Max 256,Alimentacion,37.55,26.22,454,True
257,Auriculares Classic 257,Deportes,457.51,320.59,11,True
258,Lampara Eco 258,Deportes,49.54,31.11,443,True
259,Raqueta Mini 259,Ropa,54.56,35.14,165,True
260,Puzzle Max 260,Juguetes,62.53,35.1,148,True
261,Camiseta Pro 261,Ropa,128.71,80.31,243,True
262,Monitor Basic 262,Deportes,469.21,361.6,358,True
263,Zapatillas Ultra 263,Electronica,363.4,215.43,51,True
264,Teclado Plus 264,Ropa,15.17,10.12,131,True
265,Novela Plus 265,Electronica,241.94,174.0,403,True
266,Mochila Pro 266,Hogar,206.28,154.86,117,False
267,Tablet Mini 267,Ropa,20.76,11.84,174,True
268,Sudadera Pro 268,Juguetes,35.22,24.58,320,True
269,Mochila Eco 269,Juguetes,99.81,70.55,125,True
270,Novela Plus 270,Deportes,250.14,149.92,25,True
271,Batidora Classic 271,Alimentacion,39.85,22.22,263,True
272,Camiseta Ultra 272,Ropa,115.35,87.79,48,True
273,Puzzle Pro 273,Deportes,169.98,112.19,193,True
274,Auriculares Eco 274,Libros,5.42,3.06,330,True
275,Tablet Basic 275,Hogar,215.61,149.74,369,True
276,Tablet Eco 276,Ropa,108.23,69.72,475,True
277,Tablet Basic 277,Alimentacion,19.32,11.01,435,True
278,Lampara Ultra 278,Deportes,545.31,339.06,17,False
279,Sudadera Max 279,Alimentacion,30.95,19.55,243,True
280,Puzzle Max 280,Libros,33.61,23.32,11,True
281,Manual Classic 281,Hogar,17.38,11.31,400,True
282,Auriculares Max 282,Deportes,212.87,122.77,37,False
283,Balon Basic 283,Ropa,78.21,55.44,388,True
284,Teclado Eco 284,Alimentacion,10.76,7.88,0,False
285,Manual Mini 285,Ropa,126.95,85.92,55,True
286,Lampara Pro 286,Deportes,263.32,149.0,464,True
287,Auriculares Plus 287,Libros,16.21,9.33,93,True
288,Monitor Eco 288,Alimentacion,31.38,24.67,237,True
289,Manual Basic 289,Deportes,370.85,221.52,260,True
290,Novela Mini 290,Juguetes,29.27,18.35,346,True
291,Teclado Pro 291,Electronica,822.48,593.73,467,True
292,Balon Plus 292,Alimentacion,28.09,21.01,208,True
293,Balon Eco 293,Hogar,184.89,143.8,301,True
294,Sudadera Mini 294,Juguetes,41.17,26.71,498,True
295,Lampara Plus 295,Deportes,418.46,333.96,54,False
296,Monitor Plus 296,Libros,42.8,24.65,239,True
297,Raqueta Classic 297,Electronica,74.56,56.41,151,True
298,Balon Eco 298,Deportes,151.96,93.92,469,True
299,Monitor Basic 299,Electronica,987.16,774.2,307,True
300,Balon Mini 300,Deportes,146.12,112.12,324,True
301,Balon Pro 301,Ropa,144.7,107.16,93,True
302,Silla Ultra 302,Hogar,73.49,51.51,473,True
303,Lampara Classic 303,Deportes,452.71,273.26,33,True
304,Teclado Eco 304,Hogar,399.35,265.76,247,False
305,Altavoz Classic 305,Electronica,552.54,308.7,349,True
306,Auriculares Eco 306,Electronica,924.53,672.46,439,True
307,Novela Eco 307,Ropa,23.01,13.32,136,True
308,Auriculares Pro 308,Juguetes,77.27,47.49,166,True
309,Sudadera Basic 309,Libros,59.31,36.25,18,True
310,Balon Ultra 310,Electronica,1460.65,1091.09,330,True
311,Manual Ultra 311,Deportes,255.89,166.37,98,True
312,Auriculares Eco 312,Libros,50.13,34.27,308,True
313,Camiseta Basic 313,Hogar,332.37,200.14,42,True
314,Balon Pro 314,Electronica,524.54,332.31,243,True
315,Teclado Pro 315,Hogar,330.87,224.32,239,True
316,Balon Pro 316,Electronica,285.49,170.88,250,True
317,Mochila Basic 317,Hogar,391.76,283.03,154,True
318,Mochila Classic 318,Deportes,520.54,344.76,85,False
319,Novela Mini 319,Juguetes,64.7,51.5,387,True
320,Lampara Basic 320,Alimentacion,16.03,9.8,453,True
321,Silla Plus 321,Libros,57.03,37.01,138,True
322,Mochila Classic 322,Ropa,18.1,14.14,227,True
323,Cafetera Max 323,Alimentacion,20.44,15.77,54,False
324,Balon Plus 324,Alimentacion,19.99,13.41,75,True
325,Mochila Plus 325,Ropa,62.15,36.1,176,True
326,Manual Max 326,Electronica,213.31,139.12,352,True
327,Cafetera Eco 327,Deportes,162.06,112.93,336,True
328,Auriculares Eco 328,Deportes,590.12,362.07,363,False
329,Zapatillas Eco 329,Libros,49.44,29.55,44,False
330,Auriculares Ultra 330,Hogar,336.93,230.08,22,True
331,Altavoz Plus 331,Deportes,313.08,185.97,137,True
332,Sudadera Max 332,Ropa,101.98,78.39,166,True
333,Mochila Mini 333,Deportes,310.43,176.5,257,True
334,Silla Plus 334,Electronica,1032.17,822.48,292,True
335,Batidora Classic 335,Deportes,520.13,356.02,94,True
336,Lampara Max 336,Electronica,401.76,319.76,410,True
337,Raqueta Max 337,Juguetes,114.45,84.45,373,True
338,Altavoz Ultra 338,Libros,55.25,32.5,155,True
339,Lampara Max 339,Alimentacion,17.35,10.53,322,True
340,Novela Max 340,Libros,58.72,33.87,149,True
341,Monitor Plus 341,Alimentacion,35.42,25.94,30,True
342,Cafetera Eco 342,Hogar,25.63,15.18,368,True
343,Batidora Pro 343,Electronica,111.07,80.93,43,True
344,Auriculares Max 344,Alimentacion,28.58,21.86,109,True
345,Manual Mini 345,Libros,48.1,31.41,151,True
346,Silla Plus 346,Libros,18.68,13.36,447,True
347,Mochila Eco 347,Ropa,78.82,60.99,293,True
348,Silla Plus 348,Ropa,84.57,62.44,395,True
349,Tablet Classic 349,Libros,29.51,17.2,454,True
350,Raqueta Basic 350,Ropa,17.82,11.1,446,True
351,Manual Mini 351,Electronica,367.4,251.27,304,True
352,Zapatillas Mini 352,Ropa,123.66,76.18,176,False
353,Puzzle Max 353,Ropa,18.38,12.43,201,True
354,Puzzle Classic 354,Juguetes,77.3,60.93,82,True
355,Silla Classic 355,Ropa,98.05,65.04,294,True
356,Tablet Pro 356,Deportes,574.55,353.59,292,True
357,Altavoz Eco 357,Libros,59.31,34.79,486,False
358,Manual Basic 358,Electronica,1420.31,1101.13,94,True
359,Mochila Classic 359,Libros,34.77,21.12,378,False
360,Monitor Classic 360,Hogar,26.29,15.73,133,True
361,Monitor Max 361,Alimentacion,11.81,8.12,39,True
362,Puzzle Plus 362,Ropa,75.52,50.25,200,True
363,Sudadera Mini 363,Ropa,13.56,8.77,481,True
364,Batidora Max 364,Ropa,13.27,9.22,231,True
365,Raqueta Ultra 365,Ropa,54.01,37.39,92,False
366,Sudadera Ultra 366,Libros,26.3,14.91,161,True
367,Altavoz Plus 367,Juguetes,72.64,47.49,347,True
368,Tablet Plus 368,Alimentacion,37.38,27.3,142,True
369,Zapatillas Classic 369,Alimentacion,16.26,10.49,115,True
370,Raqueta Max 370,Hogar,28.76,22.99,123,True
371,Camiseta Max 371,Libros,34.7,21.13,40,True
372,Batidora Classic 372,Ropa,58.83,39.66,345,True
373,Auriculares Eco 373,Juguetes,108.82,78.19,160,True
374,Auriculares Eco 374,Electronica,675.67,464.16,152,True
375,Lampara Max 375,Alimentacion,13.55,7.58,164,True
376,Novela Ultra 376,Ropa,110.79,75.16,347,True
377,Tablet Pro 377,Juguetes,62.74,49.67,437,True
378,Puzzle Basic 378,Libros,35.53,23.15,371,True
379,Puzzle Mini 379,Ropa,29.59,17.13,283,True
380,Batidora Plus 380,Alimentacion,15.63,8.68,357,True
381,Altavoz Classic 381,Hogar,28.11,18.36,113,True
382,Puzzle Classic 382,Juguetes,92.3,55.04,457,True
383,Raqueta Max 383,Alimentacion,10.58,8.03,306,True
384,Balon Classic 384,Electronica,224.75,177.12,477,True
385,Manual Ultra 385,Alimentacion,23.99,18.84,133,True
386,Mochila Mini 386,Alimentacion,23.6,15.19,73,True
387,Tablet Max 387,Ropa,52.84,35.07,357,True
388,Manual Pro 388,Juguetes,115.75,72.78,160,True
389,Altavoz Eco 389,Electronica,971.51,565.67,103,True
390,Camiseta Mini 390,Hogar,371.29,256.1,393,True
391,Zapatillas Pro 391,Juguetes,40.97,24.44,266,True
392,Sudadera Pro 392,Alimentacion,22.52,12.72,390,True
393,Tablet Mini 393,Electronica,649.61,495.24,121,True
394,Puzzle Eco 394,Libros,27.73,20.79,35,True
395,Raqueta Eco 395,Electronica,119.26,93.21,204,True
396,Balon Ultra 396,Juguetes,31.82,20.11,481,True
397,Altavoz Ultra 397,Alimentacion,34.9,26.79,292,True
398,Balon Max 398,Deportes,512.17,332.71,428,True
399,Cafetera Eco 399,Electronica,202.39,115.0,421,True
400,Novela Max 400,Hogar,17.08,11.35,449,True
401,Altavoz Basic 401,Deportes,74.7,51.43,229,True
402,Sudadera Ultra 402,Juguetes,79.18,52.1,102,True
403,Altavoz Max 403,Deportes,155.3,115.91,449,True
404,Monitor Classic 404,Deportes,461.14,294.19,250,True
405,Silla Max 405,Libros,5.32,4.15,160,True
406,Tablet Basic 406,Alimentacion,28.92,16.44,220,True
407,Monitor Mini 407,Juguetes,107.16,78.24,391,True
408,Raqueta Basic 408,Hogar,27.47,21.49,180,True
409,Cafetera Classic 409,Hogar,348.28,239.72,415,True
410,Zapatillas Ultra 410,Ropa,138.34,106.48,113,True
411,Auriculares Max 411,Hogar,218.98,158.31,158,True
412,Auriculares Basic 412,Juguetes,39.15,21.67,69,True
413,Tablet Basic 413,Alimentacion,22.95,16.47,435,True
414,Teclado Basic 414,Libros,22.08,15.77,435,True
415,Raqueta Mini 415,Alimentacion,37.4,20.57,103,True
416,Monitor Basic 416,Deportes,333.02,217.23,265,True
417,Balon Pro 417,Libros,48.93,27.39,395,False
418,Teclado Basic 418,Libros,38.55,24.03,300,True
419,Cafetera Eco 419,Ropa,48.95,39.0,322,True
420,Teclado Max 420,Juguetes,63.51,49.86,130,False
421,Cafetera Plus 421,Deportes,529.74,382.06,14,True
422,Manual Classic 422,Libros,26.06,16.72,467,True
423,Raqueta Plus 423,Hogar,143.12,92.9,456,True
424,Cafetera Mini 424,Ropa,143.81,80.47,468,True
425,Tablet Pro 425,Alimentacion,14.03,8.9,21,True
426,Sudadera Eco 426,Libros,52.27,39.0,335,False
427,Raqueta Basic 427,Electronica,308.51,209.74,125,True
428,Puzzle Pro 428,Deportes,478.16,319.97,160,True
429,Balon Ultra 429,Libros,38.84,22.25,206,True
430,Cafetera Ultra 430,Juguetes,20.58,16.05,116,True
431,Teclado Eco 431,Juguetes,14.23,8.83,297,False
432,Altavoz Max 432,Libros,21.41,13.82,297,True
433,Altavoz Plus 433,Electronica,1003.31,634.77,464,True
434,Silla Mini 434,Deportes,225.67,142.66,416,True
435,Raqueta Basic 435,Hogar,115.75,81.01,351,True
436,Batidora Max 436,Electronica,893.7,631.63,483,True
437,Altavoz Classic 437,Alimentacion,38.15,26.69,214,False
438,Tablet Ultra 438,Hogar,57.52,32.62,34,True
439,Raqueta Mini 439,Hogar,261.39,207.12,439,True
440,Tablet Basic 440,Ropa,137.56,100.21,167,True
441,Camiseta Pro 441,Deportes,331.54,255.51,223,False
442,Balon Mini 442,Libros,58.03,34.23,195,True
443,Monitor Eco 443,Ropa,92.9,72.74,455,True
444,Altavoz Mini 444,Juguetes,83.0,60.62,184,True
445,Silla Mini 445,Hogar,318.6,215.11,341,True
446,Novela Plus 446,Alimentacion,8.79,4.89,333,True
447,Monitor Pro 447,Juguetes,70.3,43.11,277,True
448,Silla Classic 448,Libros,38.78,29.46,273,True
449,Batidora Plus 449,Electronica,224.21,144.57,36,True
450,Silla Basic 450,Juguetes,58.47,42.07,445,True
451,Novela Eco 451,Libros,47.39,34.72,166,True
452,Mochila Pro 452,Libros,7.24,5.39,111,True
453,Cafetera Pro 453,Hogar,171.26,110.56,109,True
454,Silla Mini 454,Deportes,100.24,77.93,199,True
455,Mochila Pro 455,Ropa,32.96,20.54,311,False
456,Auriculares Eco 456,Libros,33.19,25.19,270,True
457,Novela Max 457,Ropa,12.19,8.0,417,True
458,Teclado Pro 458,Ropa,68.34,41.59,408,True
459,Raqueta Classic 459,Alimentacion,2.0,1.27,167,True
460,Altavoz Basic 460,Deportes,556.45,417.28,411,False
461,Balon Ultra 461,Libros,53.56,37.69,340,True
462,Altavoz Basic 462,Alimentacion,9.25,5.4,429,True
463,Balon Eco 463,Alimentacion,3.57,2.07,0,True
464,Altavoz Basic 464,Deportes,161.62,116.66,259,True
465,Novela Classic 465,Hogar,21.07,12.85,312,True
466,Novela Max 466,Electronica,1115.44,671.68,120,True
467,Balon Pro 467,Alimentacion,23.38,17.24,327,False
468,Tablet Pro 468,Deportes,333.15,210.11,363,True
469,Batidora Eco 469,Deportes,513.4,291.14,69,True
470,Mochila Eco 470,Alimentacion,32.56,21.37,477,True
471,Sudadera Plus 471,Ropa,66.06,45.73,472,True
472,Mochila Eco 472,Electronica,934.99,654.84,142,True
